"C1"
49182202
49182203
49182202
49183219
49183220
49183404
49183420
49183421
49183421
49183607
49184090
49188366
49188802
49189309
49189658
49189658
49190600
49190601
49190851
49191616
49191617
49191617
49192479
49192816
49192817
49192817
49193823
49193824
49195258
49195411
49197008
49197009
49197009
49197657
49197657
49197658
49211863
49211864
49211865
49216009
49216071
49216076
49216077
49219848
49220308
49220785
49221592
49222753
49229409
49229745
49239057
49256511
49259165
49259171
49259616
49260388
49260389
49260403
49261263
49264812
49264813
49266893
49266894
49267015
49268197
49268827
49268828
49273298
49273299
49275234
49281315
49281475
49281479
49287812
49287813
49288172
49290549
49294441
49294443
49294444
49294828
49301103
49301103
49304422
49304421
49311087
49311088
49316464
49321715
49322045
49322045
49336479
49336481
49338776
49339049
49346069
49352735
49352735
49356601
49356602
49356601
49362095
49363283
49367474
49367771
49379724
49379771
49382815
49382816
49383662
49384674
49386931
49388125
49394345
49394346
49400757
49446437
49447592
49464937
49467136
49467137
49492814
49492814
49507094
49512921
49514141
49517133
49518496
49518496
49518497
49519109
49519780
49520813
49521571
49521736
49521737
49528202
49528202
49528201
49529753
49532463
49539024
49550047
49552701
49552701
49555397
49561477
49568060
49580422
49580422
49587233
49587234
49600714
49602182
49612727
49612727
49613003
49613003
49614683
49615403
49623067
49623067
49623415
49623602
49628340
49630227
49630226
49632291
49638169
49646371
49648403
49670589
49670594
49673336
49673337
49677120
49677130
49680351
49680352
49686206
49686207
49688399
49712080
49717124
49717125
49717126
49723827
49739686
49740910
49740909
49740909
49741683
49741684
49742202
49743376
49743377
49758666
49759400
49773774
49773774
49776090
49799855
49799929
49800785
49801186
49802036
49811405
49811409
49811606
49811610
49811610
49811611
49812108
49812107
49812811
49812811
49813882
49816749
49816748
49819542
49819622
49819623
49820670
49820671
49821232
49827382
49827383
49827383
49827534
49827935
49829239
49829800
49829841
49829842
49830243
49831051
49831250
49831511
49831848
49832850
49833556
49834860
49834859
49838740
49838743
49840353
49840659
49843782
49843783
49844913
49849879
49853053
49854293
49854681
49855451
49855455
49856795
49856796
49857734
49858018
49858019
49859168
49859226
49859226
49860547
49860554
49861891
49863229
49864224
49871393
49880756
49880757
49881549
49881919
49882324
49882718
49882725
49882726
49887413
49890319
49890320
49890322
49893353
49895464
49895467
49897255
49900290
49901950
49901954
49902158
49902159
49903805
49905560
49908362
49911615
49916055
49928374
49929742
49941739
49941740
49942801
49952598
49952599
49958307
49958308
49958309
49969163
49975842
49985903
49988281
50013568
50013791
50013836
50014038
50014374
50018117
50027448
50027657
50027659
50034704
50038853
50040052
50047870
50049879
50062747
50064165
50064166
50069496
50073021
50073021
50073023
50077097
50078129
50090693
50091203
50091204
50091647
50091815
50092199
50092424
50092424
50092425
50092530
50095044
50095045
50095045
50095802
50096226
50097218
50097403
50097618
50097617
50097796
50097797
50098972
50098973
50099012
50099013
50099014
50100011
50100011
50100011
50100205
50100206
50100413
50100414
50100840
50100840
50101235
50101413
50101413
50101419
50101420
50101611
50102150
50103922
50108782
50108781
50119545
50119546
50125261
50132553
50132554
50134400
50135185
50135186
50136682
50145400
50146447
50146448
50148605
50148606
50148605
50148605
50149336
50149336
50149337
50149337
50149991
50150006
50150413
50150413
50150413
50150807
50150808
50150808
50158717
50160006
50160006
50160005
50160423
50160424
50160608
50164126
50164127
50168617
50168866
50168865
50169240
50169239
50169983
50171238
50176467
50176468
50181328
50186788
50186788
50200480
50200481
50202342
50202346
50202345
50208860
50208867
50213367
50214489
50219304
50221503
50251851
50252926
50261254
50261254
50264047
50270396
50270396
50275246
50277777
50277778
50298094
50307898
50311213
50311214
50317182
50317183
50322186
50322186
50322249
50323022
50329201
50329202
50336813
50344515
50344515
50349191
50349192
50355046
50365814
50366445
50370010
50380350
50381114
50385274
50401941
50401942
50406100
50406100
50409305
50412509
50419058
50419440
50419440
50419440
46235489
46235488
46235689
46240708
46243737
46243738
46246922
46257348
46261362
46261363
46261841
46277009
46281720
46294767
46294768
46300206
46300207
46302707
46306151
46308295
46308898
46309900
46312709
46314514
46318939
46318940
46319002
46326265
46327994
46328033
46330104
46330254
46331078
46332364
46332973
46333025
46333201
46333388
46335604
46336069
46336245
46336245
46336608
46336609
46336999
46338775
46338776
46339654
46344216
46347597
46348673
46349600
46351237
46351450
46352052
46353242
46354290
46354830
46354831
46357820
46359639
46360749
46362683
46362684
46362685
46362796
46362797
46363012
46363048
46363049
46364596
46368198
46368199
46372003
46372200
46373404
46373606
46374060
46374202
46375740
46375814
46378871
46379455
46381001
46381001
46381724
46383685
46383731
46387413
46394613
46394614
46395013
46399526
46407042
46408345
46417146
46420085
46420180
46420602
46420602
46420603
46423901
46423901
46425013
46425013
46427944
46428546
46434332
46434397
46437481
46437998
46445829
46446213
46446212
46447173
46447174
46455980
46455981
46457919
46478668
46478668
46478669
46490487
46490486
46491590
46491589
46498699
46509720
46511029
46512202
46514054
46514328
46514329
46521345
46523868
46528760
46528759
46531816
46531817
46535949
46535950
46538082
46539192
46539583
46539808
46541328
46542132
46543987
46543986
46545188
46549439
46557607
46562882
46589102
46589103
46589171
46589172
46596395
46596395
46603189
46603188
46603253
46603349
46603350
46608489
46608585
46611575
46612495
46628419
46631270
46636389
46639538
46639806
46639805
46640009
46640523
46640972
46642040
46645039
46645039
46649146
46649201
46649201
46649202
46653211
46653212
46653213
46658211
46659110
46661362
46661361
46661388
46662107
46662939
46663567
46663568
46663767
46666385
46667639
46667638
46682881
46683085
46683413
46683618
46683619
46684058
46684062
46684633
46684634
46693884
46693887
46694008
46694010
46694029
46694213
46694217
46697119
46698619
46698618
46699914
46699915
46700054
46705801
46705801
46710027
46711013
46714736
46718589
46719834
46720258
46720259
46720259
46720399
46720399
46720830
46720831
46721013
46721014
46721015
46723720
46724043
46724044
46731695
46731851
46731853
46731853
46735435
46735435
46735436
46735506
46745345
46745346
46755900
46761066
46761065
46769834
46769834
46769835
46775826
46775826
46775827
46775827
46775828
46780282
46780283
46780284
46780626
46780626
46785424
46786805
46793144
46814629
46815005
46815004
46824212
46829550
46829553
46831360
46831361
46838101
46842751
46842752
46843497
46852813
46852812
46857455
46860806
46863162
46863162
46878813
46878814
46885295
46908750
46917494
46944478
46944670
46944671
46955641
46960642
46960830
46965912
46965913
46971200
46971419
46971977
46972401
46972402
46974471
46974474
46974475
46975271
46975272
46976497
46976497
46976538
46976537
46977146
46984162
46984163
46988027
46994224
46994629
47001714
47002158
47002702
47002702
47002986
47002985
47005031
47011625
47011626
47011627
47011760
47011761
47014364
47024889
47026795
47028456
47028459
47028460
47037120
47037119
47037476
47045164
47045165
47045833
47045834
47059010
47059009
47062521
47063278
47065656
47065655
47069639
47077809
47123541
47124287
47127533
47134015
47135744
47135881
47136766
47146233
47146233
47146234
47147750
47147751
47154506
47154506
47156311
47156312
47157678
47157684
47158244
47158245
47161557
47161558
47179919
47179920
47184513
47185356
47199126
47199859
47200133
47203205
47213098
47217851
47229399
47258423
47260462
47271446
47271446
47290204
47290205
47291604
47293205
47295608
47296181
47296396
47297796
47298234
47298234
47298265
47298420
47298421
47298615
47298616
47300377
47301425
47302403
47306454
47308398
47308400
47308401
47308673
47312838
47314063
47317059
47321595
47321596
47331614
47331799
47335062
47335214
47335420
47345475
47357517
47358973
47360087
47364948
47368810
47369039
47389390
47389389
47394410
47397408
47410399
47410399
47451103
47452064
47456832
47471478
47471696
47472393
47472392
47473586
47485771
47486753
47486769
47488703
47488808
47489240
47489627
47496443
47496959
47496960
47498445
47498645
47500450
47502195
47510290
47510502
47510503
47511013
47512069
47512531
47518037
47523280
47523281
47525084
47527830
47527831
47528086
47529891
47531113
47535005
47537965
47537965
47538116
47544184
47544372
47544594
47544732
47544925
47545311
47547625
47548200
47548201
47549136
47549137
47549734
47550552
47551148
47551306
47563229
47563302
47563519
47563957
47567255
47567254
47568497
47570775
47570776
47571934
47575275
47578584
47582795
47582795
47582795
47585922
47588423
47588424
47601262
47605597
47608018
47608521
47609636
47609637
47613606
47614038
47614911
47615100
47615099
47616720
47616721
47629935
47629936
47660870
47660871
47667044
47667043
47667562
47676393
47676918
47681811
47687991
47687992
47693200
47693200
47693201
47709801
47709800
47715944
47722261
47728348
47728347
47728347
47728713
47732352
47733898
47735257
47735256
47738714
47743570
47743571
47744236
47744236
47749399
47753893
47756479
47761366
47765887
47767230
47775767
47775769
47775768
47779158
47779175
47780945
47785247
47785248
47788169
47788170
47789217
47791409
47794396
47794895
47799974
47801272
47803331
47803584
47808336
47808337
47816428
47816428
47816429
47816428
47821405
47821404
47822203
47822203
47822202
47822203
47822204
47823834
47823835
47823835
47842536
47842537
47845201
47846005
47846005
47846006
47846399
47846642
47846643
47862286
47862289
47862441
47863198
47868209
47869112
47869688
47892824
47899857
47899857
